record_id	name	mrp_id	cms_status	marketplace_status
rec1yRxBHoVcXYaw0	Blue-print	65714115124c520273dd6f5d	Active	3️⃣Published🚀
rec1yciBV5kuHIs3x	Mariana99	68d169a83e2ee32c842637ac	Active	3️⃣Published🚀
rec1yczlwgY7LPDLg	JetLab	65b956ce5421d92715254c72	Active	3️⃣Published🚀
rec1ydBDkS2QO0rIp	Mirall	6868208f933c17ba715c5af4	Active	3️⃣Published🚀
rec1ypRvlMYHrUJIr	Miros	679fc9f5e9f022767fb27f0a	Active	3️⃣Published🚀
rec1zc8X75espwjkY	Vyltrix	67da33343d48a773610abee8	Active	3️⃣Published🚀
rec20BxI6he8QljYN	Kentucky	66b809a16c669c1df9742f32	Active	3️⃣Published🚀
rec229ULzMpKhQ9S5	Outraze	68ecb214785cae344637cf90	Active	3️⃣Published🚀
rec22YSMo6MtujiCc	Movement	593595f1d0ed9f25a461ac59	Active	3️⃣Published🚀
rec22lL8YM7xdtk2Z	Legal	649337c8d87593d6576077f8	Active	3️⃣Published🚀
rec23oL2yF9zNIBMR	Fuji	666695a8101161cdf7e92062	Active	3️⃣Published🚀
